Salary,Position,Age,GP,GS,MP,FG,3P,2P,FT,TRB,AST,STL,BLK,TOV,PF,PTS,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,VORP
2133278,SF,29,52,9,13.5,1.2,0.2,1.1,0.4,2.4,1.3,0.3,0.2,0.7,1.5,3.0,7.2,0.505,0.301,0.168,4.4,14.4,9.5,11.8,1.1,1.2,18.1,11.3,-0.1,0.6,0.5,-0.3
2130240,SG,24,58,58,31.7,7.8,2.9,4.9,3.1,5.0,4.4,1.0,0.4,2.2,2.6,21.5,19.1,0.606,0.433,0.218,2.5,14.3,8.4,20.8,1.4,1.1,10.9,26.1,3.5,2.3,5.8,2.1500000000000004
2125200,SG,20,16,2,5.6,1.1,0.1,0.9,0.4,0.9,0.5,0.4,0.2,0.2,0.9,2.6,17.2,0.545,0.143,0.229,8.1,10.4,9.3,13.8,2.75,3.1,7.2,20.8,0.1,0.2,0.3,0.1
2109480,C,21,48,3,11.5,1.9,0.1,1.8,0.7,4.2,0.8,0.3,0.7,0.9,1.9,4.7,17.8,0.581,0.064,0.322,14.6,20.1,20.4,9.7,1.3,4.824999999999999,17.7,19.0,0.8,0.8,1.6,0.0
2036318,C,25,12,0,2.8,0.5,0.3,0.3,0.3,0.9,0.1,0.1,0.1,0.1,0.2,1.6,21.7,0.69,0.417,0.333,3.5,29.825000000000003,18.9,4.4,1.5,2.9,6.8,19.8,0.1,0.1,0.2,0.1
2036318,SG,24,47,5,12.9,1.0,0.4,0.7,0.5,1.3,1.2,0.3,0.1,0.6,1.4,2.9,5.2,0.461,0.508,0.25,1.3,10.7,5.9,12.8,1.3,1.0,16.5,13.1,-0.5,0.4,-0.1,-0.7
2000000,SG,26,54,0,12.7,1.4,1.2,0.2,0.9,1.4,0.5,0.4,0.1,0.4,1.1,4.8,9.7,0.573,0.896,0.264,1.7,10.0,5.8,5.1,1.7,0.7,7.8,14.7,0.7,0.3,1.0,-0.1
2000000,C,20,49,36,18.7,2.1,0.9,1.1,0.8,4.9,1.6,0.6,0.2,0.8,2.3,5.9,11.2,0.559,0.483,0.231,5.1,23.6,14.1,10.7,1.5,1.2,12.6,13.5,0.7,1.2,1.9,0.1
2000000,PF,22,43,20,18.9,2.6,0.9,1.7,0.8,4.2,1.0,0.6,0.3,0.4,1.7,6.8,13.0,0.548,0.448,0.169,9.2,14.7,11.9,7.0,1.4,1.2,6.7,14.6,1.1,0.8,1.9,0.1
2000000,PF,28,53,10,22.8,3.4,0.9,2.4,0.3,4.9,2.0,0.8,0.3,0.6,2.1,8.0,14.4,0.585,0.387,0.113,8.5,14.9,11.6,11.7,1.8,1.1,8.1,13.7,2.0,1.3,3.3,0.8
2000000,SF,20,51,4,15.9,1.3,0.9,0.4,0.3,1.9,0.6,0.2,0.1,0.4,1.2,3.8,6.2,0.508,0.747,0.099,4.7,9.1,6.9,4.9,0.7,0.8,8.7,11.0,0.1,0.5,0.7,-0.4
1997718,SG,26,76,11,20.6,3.2,0.7,2.4,1.3,2.5,3.2,0.3,0.2,1.2,1.6,8.4,12.7,0.575,0.294,0.231,3.0,11.3,7.2,22.3,0.8,0.8,14.5,18.5,1.6,1.2,2.9,0.0
1968175,PG,26,63,6,13.4,1.5,0.6,0.9,0.4,1.2,1.4,0.6,0.2,0.6,1.3,3.9,9.4,0.528,0.4,0.145,3.2,6.4,4.8,13.0,2.1,1.2,13.3,13.4,0.3,0.6,0.9,0.0
1968175,SF,28,58,1,16.0,2.0,1.0,0.9,0.6,2.4,0.8,0.4,0.3,0.4,1.4,5.6,12.1,0.637,0.582,0.203,3.7,13.1,8.5,7.0,1.3,1.6,8.0,13.1,1.3,0.9,2.1,0.3
1968175,SG,27,53,12,13.9,2.3,0.6,1.8,1.9,1.5,1.3,0.6,0.2,0.9,1.6,7.1,14.0,0.597,0.323,0.401,2.0,9.9,6.0,13.3,2.1,1.2,13.6,22.1,0.6,0.7,1.3,-0.1
1968175,SG,27,40,1,8.1,0.8,0.6,0.2,0.3,1.6,1.2,0.2,0.0,0.3,0.9,2.4,10.1,0.512,0.713,0.149,3.6,19.3,11.4,19.6,0.9,0.3,11.5,14.7,0.2,0.2,0.5,-0.1
1968175,C,25,59,26,18.3,3.9,0.4,3.5,1.6,5.7,0.5,0.3,0.5,0.6,1.7,9.8,19.7,0.682,0.16,0.341,8.9,24.6,17.0,4.3,0.7,2.4,8.2,18.2,2.7,1.4,4.1,0.7
1968175,SG,24,72,26,18.8,2.3,0.9,1.3,1.9,3.5,1.5,0.8,0.5,0.9,1.6,7.3,13.3,0.531,0.476,0.464,8.8,11.9,10.3,10.3,2.0,2.3,11.2,17.7,1.1,1.7,2.8,0.6
1968175,C,25,78,28,20.3,2.7,0.1,2.7,1.1,5.4,1.3,0.5,1.1,0.9,2.2,6.6,16.2,0.666,0.054,0.374,9.5,20.9,15.2,9.2,1.2,4.824999999999999,14.7,12.5,2.9,1.6,4.4,0.8
1930681,PF,26,44,13,20.3,1.7,1.0,0.6,0.3,3.4,0.8,0.6,0.5,0.4,2.0,4.7,8.5,0.55,0.718,0.13,2.6,17.2,9.9,5.4,1.6,2.2,8.3,10.2,0.4,1.4,1.8,0.3
1930681,SG,26,81,36,23.1,3.4,1.0,2.4,1.1,3.4,2.3,0.5,0.3,1.0,1.8,8.8,13.4,0.619,0.378,0.225,4.7,11.8,8.3,14.0,1.1,1.0,12.2,15.3,2.8,1.5,4.3,0.8
1930681,SG,23,65,2,19.3,4.3,1.0,3.3,1.2,2.6,2.0,0.6,0.1,1.0,1.6,10.8,13.7,0.527,0.371,0.158,3.3,11.7,7.6,15.9,1.6,0.3,8.9,25.0,0.0,1.2,1.2,-0.2
1930681,C,23,68,11,18.4,4.6,1.1,3.5,1.3,4.9,1.1,0.6,0.8,1.4,2.6,11.5,18.5,0.617,0.376,0.22,6.6,22.8,14.9,9.6,1.6,3.7,12.7,24.8,1.1,1.9,3.0,1.0
1930681,SF,25,80,24,23.9,3.5,1.0,2.6,1.5,4.3,1.6,1.0,0.4,1.2,2.6,9.4,11.8,0.557,0.376,0.224,3.6,16.3,9.9,9.6,2.1,1.6,12.1,17.2,0.5,2.2,2.7,-0.1
1930681,C,24,78,47,20.6,3.7,0.0,3.7,1.6,5.6,1.1,0.4,1.1,1.1,2.4,9.0,19.7,0.7389999999999999,0.0,0.473,11.7,18.0,15.0,7.5,1.0,4.824999999999999,15.1,15.2,4.2,1.9,6.1,1.2
1910860,PF,25,66,0,10.4,2.0,0.1,1.8,0.8,3.0,0.6,0.3,0.3,0.5,1.2,4.9,17.3,0.639,0.174,0.333,7.8,24.9,16.4,8.1,1.5,2.7,11.3,17.6,1.2,0.8,2.1,0.3
1902133,SG,27,43,1,8.0,0.7,0.4,0.3,0.4,1.4,0.5,0.3,0.1,0.5,0.9,2.1,6.2,0.471,0.548,0.286,3.4,16.0,9.9,8.2,2.1,1.0,17.5,14.5,-0.4,0.4,0.1,-0.3
1902133,PF,23,35,3,7.1,0.5,0.2,0.3,0.2,1.0,0.4,0.2,0.2,0.2,1.1,1.3,6.2,0.554,0.553,0.211,3.2,12.4,7.8,6.3,1.4,2.5,14.4,8.4,0.1,0.2,0.3,-0.1
1878720,C,25,68,2,15.1,2.3,0.1,2.1,0.8,4.2,0.5,0.4,0.5,0.7,2.1,5.5,14.4,0.626,0.138,0.323,12.6,17.2,15.0,4.8,1.2,2.9,13.4,14.1,1.5,1.3,2.8,-0.1
1878720,PF,30,37,0,5.6,0.5,0.0,0.5,0.3,1.2,0.4,0.1,0.1,0.3,0.6,1.4,6.7,0.458,0.174,0.478,7.9,14.1,11.1,9.3,0.7,1.2,17.7,13.8,-0.1,0.2,0.1,-0.3
1878720,C,25,57,18,19.5,3.5,0.9,2.6,2.7,4.5,1.5,0.6,0.2,1.2,2.4,10.5,17.4,0.63,0.412,0.46,7.0,19.4,13.2,11.5,1.6,1.1,12.5,21.1,2.1,1.3,3.4,0.7
1878720,PF,27,67,42,21.7,3.5,0.8,2.7,1.8,3.7,1.5,0.7,0.3,0.8,0.9,9.7,14.9,0.609,0.305,0.323,4.7,14.3,9.3,9.8,1.5,1.1,9.5,16.7,2.1,0.6,2.7,0.5
1846738,PF,24,65,2,16.7,1.9,0.7,1.2,1.6,3.4,0.7,0.5,0.2,0.5,1.2,6.1,10.6,0.52,0.486,0.455,6.4,16.0,11.2,5.4,1.4,1.0,8.2,16.1,0.4,0.7,1.1,-0.3
1836090,C,25,38,0,7.7,1.2,0.2,1.0,1.0,1.5,0.3,0.3,0.2,0.6,1.1,3.7,14.5,0.655,0.272,0.5935,8.6,12.8,10.8,6.1,1.6,1.8,16.5,18.7,0.4,0.3,0.7,-0.1
1836090,SF,27,23,0,4.7,0.3,0.2,0.1,0.0,0.7,0.4,0.2,0.2,0.1,0.3,0.9,6.3,0.3950000000000001,0.741,0.074,2.1,15.1,8.7,10.5,1.8,3.2,6.7,12.2,-0.1,0.2,0.1,0.0
1836090,SG,23,73,10,19.1,3.1,2.2,0.9,1.1,2.4,1.2,0.7,0.1,0.5,1.4,9.5,14.5,0.626,0.776,0.197,2.0,11.6,6.7,8.7,1.6,0.5,6.6,17.7,2.5,1.3,3.8,1.0
1836090,PG,28,20,4,8.6,0.5,0.4,0.1,0.0,0.8,1.2,0.3,0.0,0.4,0.9,1.3,2.7,0.3950000000000001,0.622,0.0,0.0,10.0,5.0,16.9,1.4,0.0,15.9,11.1,-0.2,0.1,-0.2,-0.3
1836090,PF,30,59,8,10.6,1.2,0.1,1.1,0.8,1.7,0.6,0.1,0.2,0.3,1.2,3.3,11.1,0.604,0.22,0.508,6.9,10.6,8.8,7.2,0.5,1.6,8.5,12.3,1.0,0.4,1.3,-0.2
1815677,SF,29,32,1,15.0,1.9,0.4,1.5,0.9,2.8,0.7,0.8,0.7,0.6,1.6,5.2,14.5,0.646,0.324,0.417,6.5,14.2,10.4,6.4,2.4,4.2,13.5,13.6,0.6,0.8,1.4,0.4
1815677,PG,26,68,34,25.9,3.4,1.7,1.6,1.0,2.1,2.5,0.9,0.1,1.4,2.3,9.4,9.0,0.533,0.617,0.138,1.7,8.1,4.8,13.9,1.8,0.3,13.3,17.5,-0.3,1.7,1.4,-0.6
1815677,SF,26,80,33,28.4,4.1,2.5,1.6,1.0,3.2,2.1,0.5,0.2,0.9,2.1,11.5,10.8,0.557,0.713,0.113,2.4,11.2,6.7,11.2,0.9,0.5,7.8,17.6,1.5,1.9,3.4,0.2
1782621,C,25,65,9,18.7,3.0,0.0,3.0,2.1,6.4,0.6,0.2,1.1,0.9,2.4,8.2,18.3,0.676,0.003,0.585,12.6,24.0,18.2,4.5,0.4,4.824999999999999,13.0,15.6,2.7,1.5,4.2,0.2
1782621,SF,25,62,25,18.1,2.1,0.5,1.6,0.6,3.3,0.5,0.4,0.3,0.4,1.3,5.3,9.5,0.524,0.33,0.198,5.0,16.7,10.9,4.0,1.2,1.6,7.9,13.6,0.3,1.6,1.9,-0.2
1782621,SF,25,77,21,23.3,3.2,0.9,2.4,1.8,3.6,2.5,0.7,0.2,1.3,1.5,9.1,11.4,0.539,0.382,0.306,3.0,14.6,8.8,14.4,1.5,0.7,13.0,17.8,0.5,2.0,2.5,0.1
1782621,C,23,69,2,10.9,1.8,0.0,1.8,0.6,3.8,0.4,0.7,0.7,0.7,1.8,4.2,19.2,0.62,0.029,0.244,14.6,23.1,20.5,5.3,2.75,4.824999999999999,16.3,16.4,1.2,1.6,2.8,0.4
1782621,PG,23,68,65,29.2,5.0,0.7,4.4,2.2,3.6,6.049999999999999,1.3,0.1,1.6,1.4,12.9,16.0,0.534,0.213,0.231,3.0,10.8,6.7,31.5,2.1,0.4,11.8,19.3,2.6,0.8,3.4,0.5
1752638,PF,26,54,11,17.9,1.7,0.7,1.0,0.2,3.5,0.8,0.7,0.3,0.8,1.5,4.4,8.5,0.517,0.505,0.13,6.7,16.4,11.4,6.2,1.9,1.8,16.5,12.5,-0.3,1.3,0.9,-0.3
1752638,C,24,9,0,9.2,1.8,0.3,1.4,0.6,2.6,0.2,0.2,0.2,0.4,1.8,4.4,16.7,0.675,0.259,0.222,10.9,21.9,16.2,3.9,1.2,2.5,11.9,18.0,0.2,0.1,0.3,0.0
1709300,SF,22,14,0,4.9,0.2,0.0,0.2,0.0,0.5,0.5,0.2,0.1,0.5,0.7,0.4,0.7249999999999961,0.3950000000000001,0.2,0.0,6.5,4.7,5.6,12.3,2.1,1.2,23.25,16.6,-0.4,0.0,-0.3,-0.2
1703902,PF,23,31,2,8.5,1.3,0.2,1.1,0.2,1.5,0.3,0.1,0.2,0.3,0.8,2.9,11.0,0.557,0.253,0.147,11.4,8.4,9.9,5.1,0.5,2.0,10.1,14.2,0.2,0.1,0.3,-0.1
1674655,PG,22,6,1,12.8,2.5,1.2,1.3,0.0,0.7,1.3,0.8,0.0,0.8,0.8,6.2,13.0,0.578,0.438,0.0,1.4,4.3,2.8,15.0,2.75,0.0,13.5,20.1,0.0,0.1,0.1,0.0
1639842,C,24,52,16,15.6,1.6,0.0,1.6,0.2,4.7,0.5,0.3,0.5,0.5,1.8,3.4,13.8,0.7389999999999999,0.009,0.15,13.3,19.4,16.4,4.0,0.9,3.2,19.1,7.4,1.6,0.9,2.6,0.3
1637966,SF,25,80,8,16.1,2.3,1.8,0.5,0.2,2.6,0.9,0.4,0.3,0.4,1.2,6.4,12.7,0.634,0.846,0.043,3.0,14.1,8.6,7.6,1.1,1.4,6.9,14.7,1.8,1.6,3.4,1.0
1637966,SF,22,36,4,10.7,1.0,0.5,0.5,0.3,1.7,0.6,0.4,0.2,0.4,1.1,2.8,8.4,0.502,0.591,0.161,6.9,11.1,9.0,7.5,1.7,1.4,11.5,12.7,0.1,0.3,0.4,-0.2
1575000,PF,21,6,1,10.2,0.5,0.2,0.3,0.3,2.0,0.7,0.2,0.0,0.3,0.7,1.5,0.7249999999999961,0.3950000000000001,0.526,0.105,3.8,17.6,10.9,7.9,0.8,0.0,9.1,15.6,-0.2,0.0,-0.2,-0.2
1563518,PG,22,29,0,5.7,0.5,0.2,0.3,0.0,0.9,0.6,0.2,0.0,0.2,0.6,1.2,7.7,0.475,0.568,0.054,3.9,13.4,8.6,12.4,1.4,0.5,11.7,10.9,0.0,0.1,0.1,-0.1
1563518,PF,20,69,8,14.0,1.4,0.6,0.8,0.5,2.2,0.5,0.3,0.3,0.6,1.0,3.8,7.0,0.506,0.517,0.197,3.9,13.0,8.4,4.9,1.1,2.1,14.5,13.1,-0.6,0.8,0.2,-0.7
1563518,C,23,7,0,2.9,0.3,0.1,0.1,0.1,0.3,0.0,0.0,0.0,0.0,0.7,0.9,0.7249999999999961,0.3950000000000001,0.571,0.286,5.8,5.6,5.7,0.0,0.0,0.0,1.25,17.4,0.0,0.0,0.0,-0.1
1563518,SG,23,80,51,26.2,3.5,0.7,2.8,0.8,2.8,2.6,0.8,0.3,1.2,2.3,8.6,10.2,0.567,0.332,0.144,2.5,9.3,5.9,13.2,1.4,1.2,14.0,14.9,0.7,2.2,2.9,-0.2
1563518,PF,24,52,22,23.1,2.3,1.4,0.9,0.6,2.8,0.8,0.5,0.5,0.6,2.0,6.7,8.4,0.567,0.705,0.135,2.5,11.0,6.6,4.8,1.1,2.1,9.0,11.9,0.5,0.5,1.0,-0.1
1563518,PG,20,57,7,16.0,1.4,0.7,0.7,0.4,1.7,2.3,0.5,0.1,1.5,1.0,4.0,5.3,0.447,0.591,0.152,2.1,9.7,5.9,19.2,1.6,0.7,23.25,15.4,-1.5,0.3,-1.2,-1.0
1563518,PG,23,14,0,8.9,1.3,0.4,0.9,0.0,1.6,1.9,0.1,0.0,0.7,0.5,2.9,10.3,0.489,0.439,0.049,1.8,17.9,9.9,30.9,0.8,0.0,19.3,18.3,0.0,0.1,0.1,0.0
1563518,SG,24,64,22,28.8,4.0,1.3,2.7,3.6,3.0,3.4,0.5,0.3,1.5,1.7,13.0,14.9,0.687,0.441,0.541,2.0,9.0,5.6,15.7,0.8,0.9,14.0,16.2,4.1,1.4,5.4,1.2
1563518,PG,24,61,10,21.5,3.3,1.4,1.9,1.1,2.3,3.0,1.1,0.2,1.3,2.0,9.0,11.8,0.525,0.505,0.164,2.4,9.8,6.1,19.9,2.5,0.7,13.4,19.8,0.1,1.7,1.8,0.3
1563518,PG,22,64,2,11.9,1.2,0.6,0.6,0.4,0.8,1.1,0.6,0.1,0.4,0.9,3.5,8.4,0.475,0.623,0.195,1.9,5.4,3.6,12.4,2.4,1.0,9.7,14.6,0.0,0.7,0.7,-0.1
1563518,SG,24,70,14,18.5,2.7,0.7,2.0,0.8,3.0,1.1,0.6,0.2,0.8,1.6,6.8,12.2,0.607,0.336,0.196,5.5,12.0,8.7,8.3,1.4,1.1,12.2,14.5,1.4,1.2,2.6,0.0
1563518,C,27,69,4,14.2,2.6,0.3,2.3,1.1,4.1,1.0,0.2,0.4,0.9,1.8,6.6,16.4,0.595,0.249,0.312,13.2,18.6,15.8,10.1,0.8,2.7,13.3,19.3,1.5,1.2,2.7,0.2
1563518,PF,22,62,12,19.1,2.9,0.4,2.5,1.2,3.8,2.1,0.5,0.2,1.1,1.9,7.4,13.6,0.625,0.198,0.31,4.1,19.2,11.6,16.0,1.3,0.9,16.2,16.1,1.3,0.7,2.1,0.1
1563518,PG,23,31,2,9.0,1.8,0.5,1.3,0.5,1.5,1.2,0.4,0.4,0.6,1.1,4.6,14.9,0.505,0.392,0.185,4.2,14.9,9.1,19.3,2.3,4.5,11.4,24.2,0.0,0.4,0.4,0.1
1500000,C,22,58,19,13.8,1.2,0.0,1.2,0.6,2.9,0.5,0.4,1.0,0.3,2.2,3.1,11.4,0.517,0.08,0.393,11.1,13.3,12.1,5.0,1.3,4.824999999999999,10.2,10.4,0.7,1.0,1.7,-0.3
1461055,SG,20,46,7,17.1,1.7,0.6,1.2,1.3,2.0,1.2,0.3,0.1,0.9,1.0,5.3,7.2,0.519,0.396,0.396,2.7,10.1,6.3,9.1,0.9,0.7,15.3,15.0,-0.4,0.4,0.1,-0.8
1280206,PG,24,62,7,17.8,2.5,0.6,1.9,0.9,3.3,2.7,0.9,0.4,0.9,1.5,6.6,14.8,0.531,0.334,0.195,6.0,14.3,10.3,20.8,2.6,2.0,12.9,17.3,0.9,1.3,2.2,0.8
1200000,PG,20,36,0,7.8,1.0,0.1,0.9,0.2,1.1,1.6,0.3,0.1,0.5,0.4,2.2,10.6,0.44,0.181,0.157,3.4,10.9,7.2,26.4,2.0,1.6,16.9,15.8,-0.1,0.4,0.3,0.0
1160955,C,27,23,1,7.4,0.5,0.0,0.4,0.1,2.1,0.3,0.1,0.3,0.5,1.5,1.1,5.9,0.502,0.167,0.083,11.7,18.8,15.3,5.1,0.6,4.0,23.25,9.2,0.0,0.3,0.2,-0.2
1116112,C,23,43,7,15.3,2.3,0.7,1.6,0.9,4.3,1.4,0.3,0.3,0.8,1.2,6.1,13.4,0.516,0.43,0.248,11.2,19.0,15.1,12.8,1.0,1.5,12.1,18.2,0.4,0.5,0.9,-0.1
1105522,SG,26,5,0,11.8,1.8,1.0,0.8,0.4,1.8,1.0,0.8,0.0,0.0,0.6,5.0,15.5,0.546,0.818,0.091,0.0,18.0,9.0,12.0,2.75,0.0,1.25,17.3,0.1,0.1,0.2,0.0
1017781,SG,23,16,0,4.1,0.6,0.1,0.5,0.1,0.8,0.1,0.1,0.0,0.1,0.1,1.3,7.7,0.44,0.304,0.087,8.2,11.7,10.0,3.9,0.7,0.0,7.7,16.5,0.0,0.0,0.0,-0.1
1017781,SG,20,48,5,14.8,3.0,1.3,1.7,1.4,1.9,1.4,0.4,0.1,1.0,1.3,8.8,14.6,0.571,0.468,0.237,1.8,13.0,7.3,14.9,1.2,0.9,11.1,26.4,0.2,0.5,0.7,0.0
1017781,PG,20,12,0,5.2,0.6,0.3,0.3,0.5,1.0,0.5,0.1,0.1,1.3,0.8,1.9,0.7249999999999961,0.508,0.45,0.3,5.4,15.7,10.6,12.4,0.8,1.4,23.25,26.1,-0.3,0.1,-0.3,-0.2
1017781,SG,19,41,3,12.5,1.1,0.6,0.4,0.3,1.8,0.5,0.2,0.2,0.3,0.8,3.1,7.4,0.566,0.585,0.151,1.5,13.8,7.8,5.1,0.8,1.2,10.3,10.4,0.1,0.5,0.6,-0.1
1017781,SF,20,15,0,6.4,1.2,0.1,1.1,0.5,1.7,0.3,0.3,0.4,0.2,0.7,3.1,17.9,0.582,0.167,0.222,5.9,22.9,14.6,7.5,2.0,4.824999999999999,7.1,18.9,0.1,0.2,0.3,0.0
1017781,SF,20,56,0,11.1,1.5,0.3,1.2,0.6,2.3,0.6,0.2,0.2,0.5,1.2,3.9,9.6,0.496,0.283,0.227,8.8,15.5,12.2,7.8,0.8,1.9,11.8,17.3,-0.1,0.3,0.2,-0.6
1013119,SF,25,40,6,16.1,2.5,0.6,1.9,1.3,2.8,0.7,0.7,0.1,0.9,2.3,7.0,10.9,0.533,0.39,0.329,7.1,11.8,9.4,6.3,2.1,0.4,11.5,19.3,0.1,0.5,0.6,-0.4
1000001,PG,28,22,3,25.8,5.3,0.8,4.5,1.9,4.5,5.6,1.1,0.5,1.6,2.6,13.2,19.1,0.606,0.167,0.245,1.7,17.1,9.5,32.3,2.1,1.5,12.8,20.2,1.3,0.6,1.9,0.6
877940,PF,25,37,0,12.2,1.5,0.6,0.8,0.6,1.7,0.8,0.2,0.1,0.4,1.6,4.2,10.1,0.587,0.607,0.189,5.8,9.8,7.8,9.6,0.9,1.1,10.8,14.1,0.5,0.3,0.8,-0.1
853241,SF,21,5,0,6.8,1.0,0.2,0.8,0.0,1.6,0.8,0.2,0.0,0.0,0.4,2.2,10.3,0.3950000000000001,0.333,0.0,9.6,17.1,13.1,16.3,1.4,0.0,1.25,19.2,0.0,0.0,0.0,-0.1
838891,SG,25,7,0,10.0,1.0,0.3,0.7,0.7,2.4,0.9,0.3,0.7,1.0,0.6,3.0,6.0,0.3950000000000001,0.517,0.172,12.7,14.2,13.5,11.1,1.4,4.824999999999999,18.3,22.9,-0.3,0.1,-0.2,-0.1
824041,C,23,36,1,8.2,1.7,0.0,1.7,0.9,3.9,0.1,0.1,0.4,0.4,1.1,4.3,22.2,0.607,0.0,0.5935,14.6,29.825000000000003,21.125,2.1,0.7,4.2,10.5,21.2,0.7,0.4,1.1,0.1
806097,SF,25,34,0,9.1,1.2,0.9,0.2,0.3,0.8,0.5,0.1,0.0,0.2,0.8,3.6,8.1,0.538,0.778,0.111,1.4,7.6,4.6,6.9,0.8,0.3,5.8,16.5,0.1,0.2,0.3,-0.1
784654,SF,26,16,0,4.9,0.6,0.1,0.5,0.0,0.9,0.6,0.4,0.1,0.3,0.4,1.4,5.2,0.3950000000000001,0.485,0.0,1.5,18.7,10.1,16.3,2.75,1.1,13.2,20.6,-0.3,0.1,-0.2,-0.1
743922,C,30,15,2,14.5,2.5,0.0,2.5,1.6,4.3,0.7,0.2,0.3,0.9,2.2,6.5,16.4,0.659,0.034,0.593,13.0,21.8,17.3,7.2,0.7,1.9,15.8,18.1,0.4,0.3,0.7,0.0
713558,C,30,9,2,12.7,1.6,0.8,0.8,0.9,3.8,0.1,0.2,0.0,0.7,1.8,4.8,12.0,0.652,0.621,0.31,11.4,19.4,15.5,1.2,0.8,0.0,15.4,14.4,0.2,0.1,0.3,-0.1
694878,SF,25,62,4,19.3,2.4,1.2,1.2,0.7,3.5,1.5,0.5,0.3,0.9,2.2,6.7,10.9,0.61,0.634,0.191,5.3,14.4,9.9,10.5,1.1,1.5,13.7,13.8,1.2,1.2,2.4,0.3
652829,PG,31,4,0,11.0,1.5,0.3,1.3,1.0,1.3,1.8,0.3,0.3,1.0,1.3,4.3,9.0,0.498,0.214,0.5,2.6,10.3,6.4,22.6,1.1,2.2,19.0,20.6,0.0,0.0,0.0,0.0
612162,PG,25,7,0,8.0,0.9,0.4,0.4,0.7,0.7,0.9,0.3,0.0,0.3,0.3,2.9,11.1,0.54,0.4,0.533,2.1,8.0,5.1,13.9,1.7,0.0,9.7,16.2,0.0,0.1,0.1,0.0
520589,SG,19,3,0,2.7,0.3,0.3,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,1.0,3.7,0.3950000000000001,0.9610000000000002,0.0,0.0,27.6,13.7,0.0,0.0,0.0,1.25,21.4,0.0,0.0,0.0,0.0
511816,SG,22,5,0,2.4,0.4,0.0,0.4,0.0,0.2,0.0,0.0,0.0,0.0,0.2,0.8,4.6,0.4,0.0,0.0,9.5,0.0,4.7,0.0,0.0,0.0,1.25,17.9,0.0,0.0,0.0,0.0
508891,SG,24,23,3,12.0,1.1,0.0,1.1,0.1,1.6,1.7,0.3,0.1,0.7,0.7,2.3,6.1,0.424,0.033,0.05,2.0,12.8,7.3,16.5,1.2,0.6,19.7,11.6,-0.2,0.2,-0.1,-0.2
508891,PF,25,4,0,9.0,0.5,0.0,0.5,0.5,2.5,0.0,0.5,0.0,0.3,0.8,1.5,8.1,0.3950000000000001,0.429,0.286,14.6,14.9,15.2,0.0,2.7,0.0,11.3,10.8,0.0,0.1,0.1,-0.1
508891,SG,20,12,0,5.5,0.7,0.2,0.5,0.1,0.8,0.9,0.2,0.2,0.3,0.4,1.6,10.1,0.478,0.368,0.105,3.4,11.4,7.4,22.4,1.5,2.6,16.8,15.8,0.0,0.1,0.1,0.0
508891,SF,27,5,0,1.8,0.4,0.2,0.2,0.0,0.6,0.0,0.0,0.0,0.0,0.2,1.0,15.4,0.625,0.75,0.0,0.0,29.825000000000003,18.9,0.0,0.0,0.0,1.25,19.7,0.0,0.0,0.0,0.0
508891,C,26,22,2,8.0,1.1,0.3,0.8,0.1,1.4,0.4,0.2,0.4,0.5,1.2,2.6,9.0,0.56,0.42,0.04,5.4,14.7,10.0,6.3,1.1,4.7,19.1,16.0,-0.1,0.3,0.2,-0.1
508891,PF,23,12,0,7.0,1.0,0.3,0.8,0.3,1.7,0.3,0.3,0.3,0.1,0.7,2.6,14.1,0.521,0.286,0.143,5.6,22.4,14.0,5.0,2.4,3.3,3.3,16.4,0.1,0.2,0.2,0.0
508891,SF,25,17,0,3.9,0.5,0.2,0.3,0.1,1.0,0.2,0.2,0.1,0.1,0.5,1.2,12.6,0.517,0.474,0.158,10.7,18.6,14.8,7.7,2.2,2.7,9.0,14.7,0.1,0.1,0.1,0.0
508891,SF,23,10,0,9.0,0.5,0.4,0.1,0.2,0.6,0.4,0.2,0.0,0.0,0.6,1.6,0.7249999999999961,0.3950000000000001,0.926,0.074,2.4,5.1,3.7,5.8,1.1,0.0,1.25,13.2,-0.2,0.0,-0.2,-0.2
508891,SF,23,4,0,6.3,1.3,0.8,0.5,0.5,1.5,0.3,0.0,0.3,0.0,0.5,3.8,18.3,0.582,0.833,0.167,4.3,22.2,13.2,6.2,0.0,3.9,1.25,21.4,0.1,0.0,0.1,0.0
508891,PG,23,5,0,5.6,0.4,0.4,0.0,0.6,0.0,0.6,0.0,0.0,0.2,0.2,1.8,4.2,0.436,0.889,0.333,0.0,0.0,0.0,13.9,0.0,0.0,8.8,16.8,0.0,0.0,0.0,0.0
508891,SG,19,6,0,6.7,0.7,0.0,0.7,0.2,1.0,0.5,0.7,0.0,0.3,1.5,1.5,9.1,0.571,0.143,0.286,5.6,11.1,8.3,9.7,2.75,0.0,20.2,10.4,0.0,0.1,0.1,0.0
508891,SF,23,7,0,5.9,0.4,0.4,0.0,0.0,1.0,0.6,0.0,0.0,0.0,0.4,1.3,7.4,0.5,0.889,0.0,2.7,15.2,9.1,12.0,0.0,0.0,1.25,9.3,0.0,0.0,0.1,0.0
