Salary,Position,Age,GP,GS,3P,TRB,AST,STL,BLK,PF,PTS,PER,TS%,3PAr,FTr,ORB%,TRB%,STL%,BLK%,TOV%,USG%,WS,eficiencia,tier_time
13801614,4,34,67,67,1.2,3.7,2.9,0.9,0.6,2.8,6.2,8.9,0.534,0.664,0.181,2.7,7.5,1.7,2.0,13.4,10.6,3.0,14.3,3
13750000,3,31,64,0,1.9,2.2,1.4,0.2,0.1,1.8,10.2,11.2,0.59,0.57,0.134,1.9,5.8,0.5,0.4,9.5,19.2,1.0,14.1,1
13745455,4,26,59,14,2.3,2.7,1.5,0.5,0.1,1.4,9.3,13.0,0.684,0.704,0.102,1.2,6.6,1.2,0.3,10.3,14.5,3.4,14.1,3
13534817,1,22,29,29,0.2,7.0,4.6,1.1,0.6,2.2,23.099999999999998,25.2,0.652,0.041,0.529,6.9,12.0,1.6,1.6,14.6,30.4,3.6,36.4,3
13340000,4,30,61,61,2.5,4.0,4.4,0.5,0.2,2.0,20.8,14.7,0.558,0.445,0.238,4.0,6.7,0.8,0.6,14.0,27.8,1.7,29.900000000000002,1
13000000,4,28,48,42,2.0,2.0,1.2,0.9,0.3,1.9,8.3,10.5,0.62,0.71,0.098,2.0,4.7,1.8,1.0,8.0,12.6,2.3,12.700000000000001,1
13000000,1,27,64,64,2.5,7.2,3.7,0.6,0.5,2.3,21.2,14.3,0.544,0.421,0.208,2.8,11.5,0.8,1.1,13.2,27.9,0.9,33.2,1
12960000,3,27,76,52,0.8,7.8,3.8,1.2,0.3,2.6,9.8,14.1,0.622,0.315,0.338,6.5,13.7,1.8,0.8,16.4,12.6,6.0,22.900000000000002,3
12939848,1,29,66,66,1.7,4.8,1.5,0.8,0.5,2.2,8.3,9.2,0.523,0.675,0.118,6.5,9.0,1.4,1.6,10.5,13.2,2.1,15.900000000000002,3
12804878,0,31,68,68,1.4,6.2,3.7,0.9,0.5,3.4,12.5,14.4,0.643,0.424,0.417,4.6,11.7,1.5,1.6,20.3,17.8,4.3,23.799999999999997,1
